trans_date,ticker,qty,price,action,comm_fees,trans_amount,total_plus_comm_fees,acct_bal,pred_trend,date,Open,High,Low,Volume,Close,SMA20,RSI14,MOM5,OBV,ATR14,recom_type_ordinal,compound,pred_close,right_call?,real_trend
2013-04-01,ABBV,0,0.0,hold,0.0,0.0,0.0,50000.0,up,2013-04-01,28.482690247197063,29.323770926725395,28.482690247197063,5740000.0,29.30951499938965,27.47802515029907,72.00743643294052,1.5324783325195277,109819500.0,0.6116308025012415,0.0,0.0,30.062564849853516,no,-
2013-04-02,ABBV,0,0.0,hold,0.0,0.0,0.0,50000.0,up,2013-04-02,29.38079806312787,29.38079806312787,28.8818514243386,5510700.0,29.01727867126465,27.566053581237792,67.31501063391194,0.9907684326171875,104308800.0,0.603581933664672,0.0,0.0,29.894704818725586,no,down
2013-04-03,ABBV,0,0.0,hold,0.0,0.0,0.0,50000.0,up,2013-04-03,29.045794479586714,29.544741186234404,28.76068129891924,4122100.0,28.91749382019043,27.675109481811525,65.73971178971699,0.2566108703613281,100186700.0,0.6164732160682787,0.0,0.0,29.495019912719727,no,down
2013-04-04,ABBV,0,0.0,hold,0.0,0.0,0.0,50000.0,up,2013-04-04,29.060043437867467,29.77995010370953,28.953125341010853,20687600.0,29.651649475097656,27.812675952911377,71.09863577756396,1.033529281616211,120874300.0,0.6340434351719088,0.0,0.0,29.385698318481445,yes,up
2013-04-05,ABBV,0,29.44493865966797,hold,0.0,0.0,0.0,50000.0,down,2013-04-05,29.44493865966797,29.58036586186807,29.2881262115124,14089800.0,29.44493865966797,27.948816871643068,67.879176862182,0.3777713775634801,106784500.0,0.6147205657728623,0.0,0.0,29.512939453125,yes,down
2013-04-08,ABBV,0,0.0,hold,0.0,0.0,0.0,50000.0,up,2013-04-08,29.41643518943931,29.844102163802653,29.273878624971424,16449200.0,29.772825241088867,28.106697845458985,70.18537244050214,0.46331024169921875,123233700.0,0.6115422067056028,0.0,0.0,29.910200119018555,yes,up
2013-04-09,ABBV,0,0.0,hold,0.0,0.0,0.0,50000.0,up,2013-04-09,29.90825784889337,31.04870785024972,29.79421312066182,8673900.0,30.328798294067383,28.28061647415161,73.64118468044516,1.3115196228027344,131907600.0,0.6589950925952633,0.0,0.0,30.632530212402344,yes,up
2013-04-10,ABBV,0,0.0,hold,0.0,0.0,0.0,50000.0,up,2013-04-10,30.400079521974327,31.19839266091205,30.29316139414333,7809200.0,31.09147453308105,28.51048879623413,77.49484866831588,2.1739807128906214,139716800.0,0.6765833907505102,0.0,0.0,31.425365447998047,yes,up
2013-04-11,ABBV,0,0.0,hold,0.0,0.0,0.0,50000.0,up,2013-04-11,31.23534464446977,31.44396461051544,31.012339554880768,6494100.0,31.077083587646484,28.73964157104492,77.26530449598573,1.4254341125488281,133222700.0,0.6590863668136647,0.0,0.0,31.808921813964844,no,down
2013-04-12,ABBV,0,0.0,hold,0.0,0.0,0.0,50000.0,up,2013-04-12,30.9116175355977,31.14181785900724,30.659834045228045,4199800.0,30.997941970825195,28.950937938690185,75.93323882343891,1.5530033111572266,129022900.0,0.6464361844540597,0.0,0.0,31.75917625427246,no,down
2013-04-15,ABBV,0,30.83968712880469,hold,0.0,0.0,0.0,50000.0,down,2013-04-15,30.83968712880469,30.954787323761217,29.789397506800764,7152500.0,29.810977935791016,29.069385528564453,59.394431998848816,0.03815269470214844,121870400.0,0.6865867758519434,0.0,0.0,30.657054901123047,yes,down
2013-04-16,ABBV,0,0.0,hold,0.0,0.0,0.0,50000.0,up,2013-04-16,29.97642476262209,30.59508914286738,29.587963443294985,6998000.0,30.537540435791016,29.23627862930298,64.49257004850652,0.2087421417236328,128868400.0,0.7094824132605471,0.0,0.0,30.03407859802246,yes,up
2013-04-17,ABBV,0,30.31453528907881,hold,0.0,0.0,0.0,50000.0,down,2013-04-17,30.31453528907881,30.52315520163103,29.796583159764207,5046200.0,30.386474609375,29.38849010467529,62.72908062556407,-0.7049999237060511,123822200.0,0.7117306177438515,0.0,0.0,29.775489807128906,yes,down
2013-04-18,ABBV,0,30.47999142014668,hold,0.0,0.0,0.0,50000.0,down,2013-04-18,30.47999142014668,30.674223467433308,30.13469091748304,5009000.0,30.44402313232422,29.518631744384766,63.142547878959284,-0.6330604553222656,128831200.0,0.6994307557585955,0.0,0.0,30.035255432128906,no,up
2013-04-19,ABBV,0,0.0,hold,0.0,0.0,0.0,50000.0,up,2013-04-19,30.580705395260992,30.631064294010383,30.357700352049697,6493200.0,30.49438095092773,29.67160568237305,63.52387450046145,-0.5035610198974645,135324400.0,0.6689974119158876,0.0,0.0,30.545413970947266,yes,up
2013-04-22,ABBV,0,0.0,hold,0.0,0.0,0.0,50000.0,up,2013-04-22,30.93319710031229,32.24965773598548,30.846872667479307,8531300.0,31.796449661254883,29.872576332092287,71.68193711599213,1.9854717254638672,143855700.0,0.7465887957117348,0.0,0.0,31.669382095336914,yes,up
