trans_date,ticker,qty,price,action,comm_fees,trans_amount,total_plus_comm_fees,acct_bal,pred_trend,date,Open,High,Low,Volume,Close,SMA20,RSI14,MOM5,OBV,ATR14,recom_type_ordinal,compound,pred_close,right_call?,real_trend
2019-10-10,VALE,0,0.0,hold,0.0,0.0,0.0,50000.0,up,2019-10-10,10.513694119788251,10.833430927249296,10.513694119788251,22547700.0,10.73939037322998,10.769953107833862,50.59749519542439,0.3385448455810547,25546227818.0,0.29733090620935493,0.0,0.0,10.580322265625,no,-
2019-10-11,VALE,0,0.0,hold,0.0,0.0,0.0,50000.0,up,2019-10-11,10.993297795437384,11.190782229934443,10.974490223828546,23397600.0,11.106146812438965,10.753966283798217,57.32574061820843,0.3385448455810547,25569625418.0,0.30833525981614834,0.0,0.0,11.024124145507812,yes,up
2019-10-14,VALE,0,10.899258665825824,hold,0.0,0.0,0.0,50000.0,down,2019-10-14,10.899258665825824,10.92747047300908,10.805218112765395,12863900.0,10.889854431152344,10.740330457687378,52.761987331618045,0.3197364807128924,25556761518.0,0.3078062198059642,0.0,0.0,10.830853462219238,yes,down
2019-10-15,VALE,0,10.842834102403168,hold,0.0,0.0,0.0,50000.0,down,2019-10-15,10.842834102403168,10.89925861333512,10.72998597737644,18703300.0,10.758197784423828,10.717290592193603,50.14508733138708,0.3667564392089844,25538058218.0,0.2979109638168724,0.0,0.0,10.649833679199219,yes,down
2019-10-16,VALE,0,10.532501168835395,hold,0.0,0.0,0.0,50000.0,down,2019-10-16,10.532501168835395,10.607733249575588,10.476077556698826,22808100.0,10.541905403137209,10.690959310531616,46.09981057806654,0.09403991699218928,25515250118.0,0.2967830540960245,0.0,0.0,10.318778038024902,yes,down
2019-10-17,VALE,0,10.626541020789908,hold,0.0,0.0,0.0,50000.0,down,2019-10-17,10.626541020789908,10.664157058691371,10.485480206031603,14801700.0,10.50428867340088,10.671681022644043,45.413642232567845,-0.2351016998290998,25500448418.0,0.28834689685057757,0.0,0.0,10.29857063293457,yes,down
2019-10-18,VALE,0,10.570117580219794,hold,0.0,0.0,0.0,50000.0,down,2019-10-18,10.570117580219794,10.67356236749636,10.476077924412309,13181400.0,10.485481262207031,10.651462364196778,45.05257850887065,-0.6206655502319336,25487267018.0,0.2818567215815399,0.0,0.0,10.314474105834961,yes,down
2019-10-21,VALE,0,0.0,hold,0.0,0.0,0.0,50000.0,up,2019-10-21,10.57952128985707,10.701773643493652,10.551309484198514,9959600.0,10.701773643493652,10.647230529785157,49.97812450547465,-0.1880807876586914,25497226618.0,0.27717355441761715,0.0,0.0,10.59713077545166,yes,up
2019-10-22,VALE,0,0.0,hold,0.0,0.0,0.0,50000.0,up,2019-10-22,10.78641059204351,10.93687476019286,10.77700635732488,17331100.0,10.880450248718262,10.66415777206421,53.672626414577785,0.1222524642944336,25514557718.0,0.27416838029487356,0.0,0.0,10.828683853149414,yes,up
2019-10-23,VALE,0,0.0,hold,0.0,0.0,0.0,50000.0,up,2019-10-23,10.908662423206517,10.993297841053185,10.842833680209589,13323000.0,10.955681800842283,10.67262134552002,55.17384665000243,0.4137763977050746,25527880718.0,0.26533236461978227,0.0,0.0,10.935404777526855,yes,up
2019-10-24,VALE,0,11.068530817560909,hold,0.0,0.0,0.0,50000.0,down,2019-10-24,11.068530817560909,11.07793415498514,10.805217639265344,19610100.0,10.824026107788086,10.675912761688233,51.99828839973022,0.31973743438720525,25508270618.0,0.265859803984069,0.0,0.0,10.763961791992188,yes,down
2019-10-25,VALE,0,0.0,hold,0.0,0.0,0.0,50000.0,up,2019-10-25,11.143763221753888,11.35065100049224,11.13435898721928,28137900.0,11.322439193725586,10.704595041275024,61.121211593354786,0.8369579315185547,25536408518.0,0.2844858817497894,0.0,0.0,11.205094337463379,yes,up
2019-10-28,VALE,0,0.0,hold,0.0,0.0,0.0,50000.0,up,2019-10-28,11.463498805022605,11.50111484527588,11.360054918535376,21694600.0,11.50111484527588,10.738919687271117,63.77887428812517,0.7993412017822283,25558103118.0,0.2769280081641112,0.0,0.0,11.409533500671387,yes,up
2019-10-29,VALE,0,11.303630993087587,hold,0.0,0.0,0.0,50000.0,down,2019-10-29,11.303630993087587,11.472902721114307,11.303630993087587,16324600.0,11.416479110717772,10.771363544464112,61.62980217659025,0.5360288619995099,25541778518.0,0.2712534255944099,0.0,0.0,11.323784828186035,yes,down
2019-10-30,VALE,0,11.247207477017517,hold,0.0,0.0,0.0,50000.0,down,2019-10-30,11.247207477017517,11.40707588195801,11.096743306917563,16135900.0,11.407075881958008,10.830608892440797,61.38233054050784,0.45139408111572443,25525642618.0,0.2747164526091098,0.0,0.0,11.23729419708252,yes,down
