trans_date,ticker,qty,price,action,comm_fees,trans_amount,total_plus_comm_fees,acct_bal,pred_trend,date,Open,High,Low,Volume,Close,SMA20,RSI14,MOM5,OBV,ATR14,recom_type_ordinal,compound,pred_close,right_call?,real_trend
2000-03-29,CSCO,0,58.28414658395208,hold,0.0,0.0,0.0,50000.0,down,2000-03-29,58.28414658395208,58.88007510756506,56.08739045769246,54776100.0,56.881961822509766,52.56147079467773,63.16155812938777,2.8978614807128835,18245108075.0,2.5400070986777044,0.0,0.0,55.84891128540039,no,-
2000-03-30,CSCO,0,55.993906115028366,hold,0.0,0.0,0.0,50000.0,down,2000-03-30,55.993906115028366,57.39609074228283,52.90909993506854,67081600.0,55.05911636352539,52.832559776306155,57.295250462459116,-3.131549835205078,18178026475.0,2.6790773635731746,0.0,0.0,53.468074798583984,yes,down
2000-03-31,CSCO,0,0.0,hold,0.0,0.0,0.0,50000.0,up,2000-03-31,55.60829764638298,58.190653977513605,54.03084015904074,53212600.0,57.81673812866211,53.153893089294435,62.907844202227956,-1.5423927307128906,18231239075.0,2.7848442532088664,0.0,0.0,55.7542610168457,yes,up
2000-04-03,CSCO,0,57.48957067651431,hold,0.0,0.0,0.0,50000.0,down,2000-04-03,57.48957067651431,57.58304965322408,53.843890584832906,61832400.0,54.54498291015625,53.336177062988284,53.862863307326805,-5.328285217285156,18169406675.0,2.869701631110319,0.0,0.0,53.32049560546875,yes,down
2000-04-04,CSCO,0,55.339556415264425,hold,0.0,0.0,0.0,50000.0,down,2000-04-04,55.339556415264425,55.713472336989184,47.86123798076923,10846100.0,54.685203552246094,53.60142421722412,54.16701958302445,-3.552204132080078,18180252775.0,3.225596825761007,0.0,0.0,52.89578628540039,no,up
2000-04-05,CSCO,0,52.53517819938462,hold,0.0,0.0,0.0,50000.0,down,2000-04-05,52.53517819938462,55.99389989578538,52.44169923461703,64975400.0,53.93736267089844,53.82343692779541,52.19085772764649,-2.944599151611328,18115277375.0,3.2489256711472456,0.0,0.0,53.528221130371094,yes,down
2000-04-06,CSCO,0,55.24608141946419,hold,0.0,0.0,0.0,50000.0,down,2000-04-06,55.24608141946419,55.52651838098432,52.90910674012984,43823900.0,53.70367813110352,53.904062843322755,51.557880494844774,-1.355438232421868,18071453475.0,3.2038175261263335,0.0,0.0,53.03233337402344,yes,down
2000-04-07,CSCO,0,0.0,hold,0.0,0.0,0.0,50000.0,up,2000-04-07,54.59171776855061,56.087381269058845,53.5634491119512,44893800.0,56.04064178466797,54.15645618438721,57.1542691850933,-1.7760963439941406,18116347275.0,3.1552542854821413,0.0,0.0,53.99733352661133,yes,up
2000-04-10,CSCO,0,56.41454998611069,hold,0.0,0.0,0.0,50000.0,down,2000-04-10,56.41454998611069,56.83520528840978,54.2177945185488,42264200.0,54.26453399658203,54.323549842834474,52.21687652061217,-0.28044891357421875,18074083075.0,3.1168368915092013,0.0,0.0,53.29259490966797,yes,down
2000-04-11,CSCO,0,53.93737896510533,hold,0.0,0.0,0.0,50000.0,down,2000-04-11,53.93737896510533,55.10586637769426,51.22648816789899,58865900.0,52.348236083984375,54.477790641784665,47.45369215929382,-2.3369674682617188,18015217175.0,3.1713041285296346,0.0,0.0,51.20453643798828,yes,down
2000-04-12,CSCO,0,52.16127108060397,hold,0.0,0.0,0.0,50000.0,down,2000-04-12,52.16127108060397,52.86236343383789,48.42211186335637,94231500.0,48.60906982421875,54.50349750518799,39.82074412076974,-5.3282928466796875,17920985675.0,3.2619432315261983,0.0,0.0,48.32966995239258,yes,down
2000-04-13,CSCO,0,49.43870224981952,hold,0.0,0.0,0.0,50000.0,down,2000-04-13,49.43870224981952,49.73082410192197,45.71122741699218,104047300.0,45.71122741699219,54.327348709106445,35.10762497566742,-7.992450714111335,17816938375.0,3.3160613353407404,0.0,0.0,45.59782028198242,yes,down
2000-04-14,CSCO,0,45.52425143593237,hold,0.0,0.0,0.0,50000.0,down,2000-04-14,45.52425143593237,45.66446986951326,41.17747999492445,14575300.0,42.62640380859375,53.93473739624024,30.913107848888483,-13.414237976074219,17802363075.0,3.403038912964097,0.0,0.0,41.48963165283203,yes,down
2000-04-17,CSCO,290,42.579670863044,buy,18.52215682542414,12348.10455028276,-12366.626707108184,37633.37329289182,up,2000-04-17,42.579670863044,49.824291042815474,42.38102805166316,12074800.0,49.73081207275391,53.913704299926756,46.70542291894451,-4.533721923828118,17814437875.0,3.6916263471203985,0.0,0.0,48.29432678222656,yes,up
2000-04-18,CSCO,0,0.0,hold,0.0,0.0,0.0,37633.37329289182,up,2000-04-18,50.946035212988455,51.97430381361758,50.10472453974644,80723900.0,51.78734588623047,53.86959438323974,50.25054425873433,-0.5608901977539062,17895161775.0,3.5881881609592035,0.0,0.0,51.115135192871094,yes,up
2000-04-19,CSCO,290,52.16126470439601,sell,22.690150146412265,15126.766764274844,15104.076614128431,52737.44990702025,down,2000-04-19,52.16126470439601,52.3482226424046,49.2634166652629,51863900.0,49.45037460327149,53.64290809631348,46.46783689310455,0.8413047790527415,17843297875.0,3.5522322906865247,0.0,0.0,48.75267028808594,yes,down
2000-04-20,CSCO,0,49.91777182082983,hold,0.0,0.0,0.0,52737.44990702025,down,2000-04-20,49.91777182082983,50.61886412168418,48.28188978550301,36551400.0,48.702545166015625,53.16850204467774,45.29286986704822,2.9913177490234375,17806746475.0,3.4654281510789993,0.0,0.0,48.36922073364258,yes,down
2000-04-24,CSCO,0,46.03838647175305,hold,0.0,0.0,0.0,52737.44990702025,down,2000-04-24,46.03838647175305,47.67426822455646,44.30902576164659,58933700.0,47.44057083129883,52.572574043273924,43.30300358539236,4.814167022705078,17747812775.0,3.5317203834568587,0.0,0.0,47.4526481628418,yes,down
2000-04-25,CSCO,0,0.0,hold,0.0,0.0,0.0,52737.44990702025,up,2000-04-25,48.702542666232944,49.40363493110194,47.16013968352115,54357600.0,49.356895446777344,52.046755409240724,47.10336857471969,-0.3739166259765696,17802170375.0,3.4397043023228533,0.0,0.0,47.789817810058594,yes,up
2000-04-26,CSCO,0,49.59059398808283,hold,0.0,0.0,0.0,52737.44990702025,down,2000-04-26,49.59059398808283,51.60039185941889,49.263417590423465,51055200.0,49.91777038574219,51.63077354431152,48.197816155313724,-1.8695755004882812,17853225575.0,3.360937871370894,0.0,0.0,48.08135223388672,no,up
