trans_date,ticker,qty,price,action,comm_fees,trans_amount,total_plus_comm_fees,acct_bal,pred_trend,date,Open,High,Low,Volume,Close,SMA20,RSI14,MOM5,OBV,ATR14,recom_type_ordinal,compound,pred_close,right_call?,real_trend
2019-10-10,ABBV,0,0.0,hold,0.0,0.0,0.0,50000.0,up,2019-10-10,66.60929603143562,67.8919898525291,66.59109785492606,7329400.0,67.72824096679688,66.41234092712402,60.83140099498119,0.54583740234375,956476300.0,1.3940209412116553,0.0,0.0,68.72478485107422,no,-
2019-10-11,ABBV,0,0.0,hold,0.0,0.0,0.0,50000.0,up,2019-10-11,68.27280876055531,68.61430673894132,67.90361547639166,7164900.0,67.95899200439453,66.60309219360352,61.68507321293703,0.039703369140625,963641200.0,1.3577384291354264,0.0,0.0,69.1151351928711,yes,up
2019-10-14,ABBV,0,0.0,hold,0.0,0.0,0.0,50000.0,up,2019-10-14,68.97987549860567,69.4668992997635,68.73636002521837,5040900.0,69.08290100097656,66.84685516357422,65.61589214386781,1.4638137817382812,968682100.0,1.3684647767235365,0.0,0.0,70.16947937011719,yes,up
2019-10-15,ABBV,0,0.0,hold,0.0,0.0,0.0,50000.0,up,2019-10-15,69.49499053848695,70.22553690265701,69.12036017197866,6028300.0,69.77597045898438,67.07887573242188,67.80909367235036,2.8846664428710938,974710400.0,1.3523341427918874,0.0,0.0,71.3417739868164,yes,up
2019-10-16,ABBV,0,0.0,hold,0.0,0.0,0.0,50000.0,up,2019-10-16,69.66358322667715,70.22554311740373,69.62611875758758,8288300.0,70.01012420654297,67.33761482238769,68.5392221222472,3.3280487060546875,982998700.0,1.298554872579335,0.0,0.0,71.9067611694336,yes,up
2019-10-17,ABBV,0,0.0,hold,0.0,0.0,0.0,50000.0,up,2019-10-17,70.23489913591989,71.3494437928687,69.91646188857244,6811300.0,70.3753890991211,67.59642219543457,69.69396857979707,2.6471481323242188,989810000.0,1.3081568034162578,0.0,0.0,72.2039566040039,yes,up
2019-10-18,ABBV,0,0.0,hold,0.0,0.0,0.0,50000.0,up,2019-10-18,70.46905301298979,72.27667259940674,70.44095644695288,9480200.0,71.6116943359375,67.88429565429688,73.27012546256786,3.6527023315429688,999290200.0,1.3505229960497853,0.0,0.0,72.88098907470703,yes,up
2019-10-21,ABBV,0,0.0,hold,0.0,0.0,0.0,50000.0,up,2019-10-21,72.00505653120217,72.91355022562615,71.04036970784198,7839100.0,72.39842987060547,68.18694343566895,75.26998551441405,3.3155288696289062,1007129300.0,1.3878556761736704,0.0,0.0,73.78730010986328,yes,up
2019-10-22,ABBV,0,0.0,hold,0.0,0.0,0.0,50000.0,up,2019-10-22,73.10087566310582,73.67219631689437,72.81989571528241,6062000.0,72.93228912353516,68.51537437438965,76.55199509992656,3.1563186645507812,1013191300.0,1.3797064454676156,0.0,0.0,74.69683837890625,yes,up
2019-10-23,ABBV,0,0.0,hold,0.0,0.0,0.0,50000.0,up,2019-10-23,72.85736498458108,73.07277676590249,72.29541219752942,6136700.0,72.81990051269531,68.8773036956787,75.66273430545368,2.8097763061523438,1007054600.0,1.3366820256751484,0.0,0.0,75.06810760498047,no,down
