ticker
A
AAP
AAPL
AAXN
ABB
ABBV
ABC
ABCL
ABEV
ABMD
ABNB
ABT
ACGL
ACN
ADBE
ADI
ADM
ADP
ADSK
AEE
AEM
AEP
AES
AFL
AFRM
AGR
AI
AIG
AJG
AKAM
ALB
ALC
ALGN
ALL
ALLE
ALLY
ALNY
ALXN
AMAT
AMCR
AMD
AME
AMGN
AMP
AMT
AMX
AMZN
ANET
ANSS
ANTM
AON
APD
APH
APO
APPN
APTV
AQN
ARE
ARES
ARGX
ASML
ASX
ATHM
ATO
ATUS
ATVI
AU
AVB
AVGO
AVLR
AVTR
AVY
AWK
AXP
AZN
AZO
BA
BABA
BAC
BAH
BAM
BAP
BATRA
BAX
BBD
BBL
BBVA
BBY
BCE
BCH
BCS
BDX
BEKE
BEN
BEP
BEPC
BF-A
BF-B
BGNE
BHP
BIDU
BIIB
BILI
BILL
BIO
BIP
BK
BKI
BKNG
BKR
BLDP
BLK
BLL
BMO
BMRN
BMY
BNS
BNTX
BP
BPY
BR
BRK-A
BRK-B
BRO
BSAC
BSBR
BSX
BSY
BTI
BUD
BURL
BWA
BX
BXP
C
CABO
CAG
CAH
CAJ
CARR
CAT
CB
CBOE
CBRE
CCC
CCEP
CCI
CCK
CCL
CDAY
CDNS
CDW
CE
CEA
CEO
CERN
CFG
CG
CGC
CGNX
CHD
CHGG
CHKP
CHRW
CHT
CHTR
CHWY
CI
CINF
CL
CLX
CM
CMCSA
CME
CMG
CMI
CMS
CNA
CNC
CNHI
CNI
CNP
CNQ
COF
COO
COP
COST
COUP
CP
CPB
CPRT
CQP
CREE
CRH
CRL
CRM
CRSP
CRWD
CS
CSCO
CSGP
CSX
CTAS
CTLT
CTSH
CTVA
CTXS
CUK
CVAC
CVE
CVNA
CVS
CVX
CXO
CZR
D
DAL
DAR
DASH
DB
DD
DDOG
DE
DELL
DEO
DFS
DG
DGX
DHI
DHR
DIS
DISCA
DISH
DKNG
DLR
DLTR
DNB
DOCU
DOV
DOW
DPZ
DRE
DRI
DT
DTE
DUK
DVA
DXCM
E
EA
EBAY
EC
ECL
ED
EDU
EFX
EIX
EL
ELAN
ELS
EMN
EMR
ENB
ENIA
ENPH
ENTG
EOG
EPAM
EPD
EQH
EQIX
EQNR
EQR
ERIC
ERIE
ES
ESS
ESTC
ET
ETN
ETR
ETSY
EVRG
EW
EXAS
EXC
EXPD
EXPE
EXR
F
FANG
FAST
FB
FBHS
FCAU
FCX
FDS
FDX
FE
FFIV
FICO
FIS
FISV
FITB
FIVE
FIVN
FLEX
FLT
FMC
FMS
FMX
FND
FNF
FNV
FOX
FOXA
FRC
FSLR
FSLY
FTCH
FTNT
FTS
FTV
FUTU
FWONA
GD
GDDY
GDRX
GDS
GE
GGG
GH
GIB
GILD
GIS
GL
GLW
GM
GMAB
GNRC
GOLD
GOOG
GOOGL
GPC
GPN
GRFS
GRMN
GS
GSK
GSX
GWRE
GWW
HAL
HAS
HBAN
HCA
HD
HDB
HEI
HES
HIG
HLT
HMC
HOLX
HON
HPE
HPQ
HRL
HSBC
HST
HSY
HTHT
HUBS
HUM
HWM
HZNP
IAC
IBKR
IBM
IBN
ICE
ICLR
IDXX
IEP
IEX
IFF
IHG
ILMN
IMO
INCY
INFO
INFY
ING
INTC
INTU
INVH
IP
IPGP
IQ
IQV
IR
ISRG
IT
ITUB
ITW
IX
J
JBHT
JCI
JD
JHX
JKHY
JNJ
JPM
K
KB
KC
KDP
KEP
KEY
KEYS
KHC
KKR
KL
KLAC
KMB
KMI
KMX
KO
KR
KSU
L
LAZR
LB
LBRDA
LBRDK
LBTYA
LDOS
LEA
LEN
LFC
LH
LHX
LI
LII
LIN
LKQ
LLY
LMT
LNC
LNG
LNT
LOGI
LOW
LRCX
LSXMA
LU
LULU
LUMN
LUV
LVS
LW
LYB
LYFT
LYG
LYV
MA
MAA
MAR
MAS
MASI
MCD
MCHP
MCK
MCO
MDB
MDLZ
MDT
MELI
MET
MFC
MFG
MGA
MGM
MGP
MHK
MKC
MKL
MKSI
MKTX
MLM
MMC
MMM
MMP
MNST
MO
MOH
MOS
MPC
MPLX
MPW
MPWR
MRK
MRNA
MRTX
MRVL
MS
MSCI
MSFT
MSI
MT
MTB
MTCH
MTD
MTN
MU
MUFG
MXIM
NBIX
NDAQ
NDSN
NEE
NEM
NET
NFLX
NGG
NICE
NIO
NKE
NLOK
NLY
NMR
NOC
NOK
NOW
NSC
NTAP
NTCO
NTES
NTR
NTRS
NUAN
NUE
NVCR
NVDA
NVO
NVR
NVS
NWG
NWL
NWS
NWSA
NXPI
O
ODFL
OKE
OKTA
OLED
OMC
ON
OPEN
ORAN
ORCL
ORLY
OSH
OTEX
OTIS
OXY
PAGS
PANW
PAYC
PAYX
PBA
PBR
PBR-A
PCAR
PCG
PCTY
PDD
PEAK
PEG
PEGA
PENN
PEP
PFE
PFG
PG
PGR
PH
PHG
PHM
PINS
PKG
PKI
PKX
PLAN
PLD
PLTR
PLUG
PM
PNC
PODD
POOL
PPD
PPG
PPL
PRU
PSA
PSX
PTC
PTON
PTR
PUK
PWR
PXD
PYPL
QCOM
QGEN
QRVO
QS
QSR
RACE
RCI
RCL
RDS-A
RDS-B
RDY
REGN
RELX
RF
RGEN
RH
RIO
RJF
RKT
RMD
RNG
ROK
ROKU
ROL
ROP
ROST
RPM
RPRX
RSG
RTX
RUN
RY
RYAAY
SAM
SAN
SAP
SBAC
SBSW
SBUX
SCCO
SCHW
SE
SEDG
SGEN
SHG
SHOP
SHW
SIRI
SIVB
SJM
SKM
SLB
SLF
SMFG
SMG
SNAP
SNE
SNN
SNOW
SNP
SNPS
SNY
SO
SPG
SPGI
SPLK
SPOT
SQ
SQM
SRE
SSNC
STE
STM
STNE
STT
STX
STZ
SU
SUI
SUZ
SWK
SWKS
SYF
SYK
SYY
T
TAK
TAL
TAP
TCOM
TD
TDG
TDOC
TDY
TEAM
TECH
TECK
TEF
TEL
TER
TEVA
TFC
TFX
TGT
TJX
TLK
TM
TME
TMO
TMUS
TOT
TREX
TRI
TRMB
TROW
TRP
TRU
TRV
TSCO
TSLA
TSM
TSN
TT
TTC
TTD
TTM
TTWO
TU
TW
TWLO
TWTR
TXG
TXN
TXT
TYL
U
UAL
UBER
UBS
UDR
UHS
UI
UL
ULTA
UMC
UNH
UNP
UPS
URI
USB
V
VALE
VAR
VEEV
VFC
VIAC
VICI
VIPS
VIV
VLO
VMC
VMW
VOD
VRSK
VRSN
VRTX
VST
VTR
VTRS
VZ
W
WAB
WAT
WBA
WBK
WCN
WDAY
WDC
WEC
WELL
WFC
WHR
WISH
WIT
WIX
WLK
WLTW
WM
WMB
WMG
WMT
WORK
WPC
WPM
WPP
WRB
WRK
WST
WTRG
WY
WYNN
XEL
XLNX
XOM
XP
XPEV
XPO
XRAY
XYL
YNDX
YSG
YUM
YUMC
Z
ZBH
ZBRA
ZEN
ZG
ZI
ZLAB
ZM
ZNGA
ZNH
ZS
ZTO
ZTS
